Tweet,Text,Match,Polarity
469,"['rt', 'theriseofrod', 'one', 'dying', 'seasonal', 'flu', 'anymore', 'covid', 'infections', 'skyrocketing', 'even', 'though', 'proven']","dying,infections,proven",negative
470,"['robbystarbuck', 'lars', 'elonmusk', 'covid', 'symptoms', 'flu', 'cold', 'pneumonia', 'symptoms', 'state', 'dashboard', 'ex']","symptoms,cold",negative
471,"['repadamschiff', 'know', 'people', 'getting', 'sick', 'flu', 'shot', 'covid']",sick,negative
472,"['donald', 'trump', 'calling', 'covid', 'kung', 'flu', 'laughing', 'ass', 'minutes']",trump,positive
473,"['critically', 'ill', 'patients', 'covid', 'worse', 'outcomes', 'vs', 'flu', 'study', 'finds', 'health', 'amp', 'amp', 'fitne']",worse,negative
474,"['estimated', 'covid', 'cases', 'mild', 'completely', 'asymptotic', 'want', 'perpetuate']",,neutral
475,"['jengerson', 'jonkay', 'jonkay', 'anyone', 'canadian', 'media', 'reporting', 'anything', 'like']",like,positive
476,"['rt', 'paulmilam', 'scary', 'stuff', 'marxism', 'repackaged', 'great', 'reset', 'evil']","scary,great,evil",negative
477,"['claytravis', 'didnt', 'get', 'flu', 'test', 'assumes', 'infected', 'flu', 'virus', 'dope']","infected,virus,dope",negative
478,"['zeheart', 'aznable', 'talkradio', 'mrmarkdolan', 'nan', 'flu', 'jab', 'according', 'suggestion', 'live', 'lif']",,neutral
479,"['rt', 'patrick', 'govinslee', 'safe', 'go', 'liquor', 'store', 'pot', 'shop', 'walmart', 'target', 'first', 'lockdown', 'joke', 'sec']","safe,joke",neutral
480,"['bergsonist', 'iheartnoise', 'weird', 'realize', 'also', 'mistakes', 'made', 'years', 'ago']","weird,mistakes",negative
481,"['liamnekich', 'feels', 'like', 'specific', 'hallucination', 'eight', 'flu']","like,hallucination",neutral
482,"['touartcecil', 'covid', 'seasonal', 'flu']",,neutral
483,"['like', 'wanted', 'flu', 'shot', 'shit', 'dialysis']","like,shit",neutral
484,"['rt', 'gcraige', 'government', 'media', 'concerned', 'health', 'dying', 'push', 'feminism', 'abortion', 'hip', 'hop', 'sexual']","concerned,dying",negative
485,"['rt', 'daakiddd', 'anyone', 'know', 'flu', 'season', 'going', 'year', 'seems', 'like', 'disappeared', 'one', 'guess', 'fraud', 'vid']","like,fraud",neutral
486,"['holy', 'sh']",holy,positive
487,"['rt', 'hiannassi', 'rain', 'rainbow', 'storm', 'calm', 'difficulties', 'myblues', 'beside']","calm,difficulties",neutral
488,"['rt', 'colinkahl', 'today', 'us', 'service', 'members', 'killed', 'egypt', 'tropical', 'storm', 'eta', 'made', 'landfall', 'amp', 'k', 'covid', 'cases', 'trump']","killed,trump",neutral
489,"['rt', 'weatherchannel', 'tropical', 'depression', 'thirty', 'one', 'expected', 'strengthen', 'hurricane', 'iota', 'may', 'bring', 'another', 'serious', 'threat', 'f']","depression,threat",negative
490,"['end', 'day', 'walk', 'along', 'beach', 'lovely', 'light', 'storm', 'debris', 'turnstones', 'oystercatchers', 'foraging', 'en', 'masse', 'amo']",lovely,positive
491,"['rt', 'natashabertrand', 'glenn', 'gerstell', 'served', 'nsa', 'general', 'counsel', 'jan', 'warns', 'disinfo', 'among', 'biggest', 'threats', 'national']",threats,negative
492,"['rt', 'umaarajendra', 'master', 'arriving', 'tomorrow', 'evening', 'pm', 'masterteaser', 'gng', 'take', 'us', 'storm', 'evening']",master,positive
493,"['rt', 'lfctransferroom', 'liverpool', 'end', 'storm', 'documentary', 'trailer', 'wait', 'watch']",,neutral
494,"['storm', 'crack', 'xtittydmlisherx', 'need', 'know', 'origins', 'image']",crack,negative
495,"['rt', 'jamtamarts', 'peaceful', 'storm', 'technofanart']",peaceful,positive
496,"['umarkhalidkorihakaro', 'join', 'twitter', 'storm', 'demanding', 'umarkhalidjnu', 'sir', 'released', 'please', 'raise', 'voice', 'voice']",,neutral
497,"['rt', 'bestreo', 'last', 'montage', 'fifa', 'id', 'bestreo', 'position', 'cb', 'regloris', 'storm', 'fc']",,neutral
498,"['babygirl', 'ive', 'day', 'tom', 'ghost', 'allowed', 'seen', 'glaring']",,neutral
499,"['tropical', 'storm', 'theta', 'still', 'max', 'sustained', 'winds', 'near', 'mph', 'centered', 'nearly', 'miles', 'south', 'southeast', 'az']",,neutral
500,"['maxberger', 'list', 'us', 'centric', 'recommend', 'storm', 'storm', 'mike', 'duncan', 'last']",recommend,positive
501,"['like', 'ship', 'storm', 'captain', 'decided', 'go', 'play', 'golf', 'lawrence', 'gostin', 'public', 'health', 'ex']",like,positive
502,"['rt', 'hanksterevolt', 'boom', 'tweet', 'snowden', 'year', 'ago', 'became', 'self', 'fulfilling', 'prophecy', 'warned', 'actuall']","boom,warned",neutral
503,"['rt', 'ryanbeesleyfox', 'tropical', 'depression', 'thirty', 'one', 'formed', 'expected', 'become', 'iota', 'soon', 'storm', 'likely', 'go']",depression,negative
504,"['rt', 'lfc', 'end', 'storm', 'golden', 'sky', 'never', 'walk', 'alone', 'lanadelrey', 'x', 'tapmusic', 'teamed']",golden,positive
505,"['rt', 'nhc', 'atlantic', 'friday', 'key', 'messages', 'newly', 'formed', 'tropical', 'depression', 'thirty', 'one', 'risk', 'dangerous', 'wi']","depression,risk,dangerous",negative
506,"['themagicalgay', 'maybe', 'thats', 'part', 'know', 'name', 'procellarum', 'comes', 'latin', 'word', 'storm', 'wo']",,neutral
507,"['rt', 'cnbc', 'sort', 'calm', 'storm', 'covid', 'storm', 'also', 'people', 'coming', 'dr', 'cel']",calm,positive
508,"['rt', 'moistcr', 'tikal', 'dogs', 'supposedly', 'strongest', 'sense', 'smell', 'smell', 'future', 'storm', 'choo']","strongest,smell",negative
509,"['rt', 'fema', 'pete', 'thank', 'potus', 'approving', 'emergency', 'declaration', 'florida', 'due', 'tropical', 'storm', 'eta', 'fema', 'continue', 'working', 'c']","thank,emergency",neutral
510,"['rt', 'jamaicaweather', 'breaking', 'news', 'tropical', 'depression', 'forms', 'central', 'caribbean', 'sea', 'expected', 'strengthen', 'next', 'day']","breaking,depression",negative
511,"['rt', 'fox', 'tyler', 'never', 'ending', 'hurricane', 'season', 'rolls', 'soon', 'th', 'named', 'storm', 'iota', 'caribbean', 'awful', 'track', 'ni']",awful,negative
512,"['rt', 'ashtoncbs', 'weather', 'update', 'today', 'least', 'degrees', 'warmer', 'denver', 'front', 'range', 'mostly', 'sunny', 'skies', 'hig']",warmer,positive
513,"['sagarmediainc', 'typhoon', 'vamco', 'gusty', 'winds', 'mph', 'swept', 'across', 'luzon', 'landfall', 'overnight', 'authorities', 'w']",,neutral
514,"['rt', 'wojtysiak', 'fall', 'migration', 'wind', 'storm', 'david', 'smith', 'photography']",fall,negative
515,"['rt', 'misisloovana', 'things', 'experienced', 'fanmily', 'really', 'really', 'commend', 'loovana', 'sibs', 'w', 'different', 'style', 'coping']",commend,positive
516,"['rt', 'trptv', 'trptv', 'exclusive', 'actress', 'surbhichandna', 'shared', 'adorable', 'pictures', 'costar', 'sharadmalhotra', 'taken', 'social']",adorable,positive
517,"['rt', 'unclelondonn', 'wild', 'hell', 'look', 'like']","wild,hell,like",negative
518,"['rt', 'michotsmelody', 'love', 'stringsmagazine', 'cover', 'zacksmithphoto', 'fqfestnola', 'weathering', 'storm', 'amp', 'staying', 'dilig']",love,positive
519,"['lmfaooo', 'never', 'moghel']",,neutral
520,"['rt', 'tia', 'becca', 'know', 'hard', 'grateful', 'feel', 'like', 'eye', 'storm', 'trust', 'calms']","hard,grateful,like,trust",positive
521,"['rt', 'airabarote', 'feel', 'guilty', 'enjoying', 'sunny', 'day', 'mindanao', 'people', 'luzon', 'lost', 'homes', 'risk', 'dying', 'du']","guilty,enjoying,lost,risk,dying",negative
522,"['rt', 'rapplerdotcom', 'look', 'architect', 'paulo', 'alcazaren', 'uploads', 'sketches', 'flood', 'resilient', 'houses', 'barangay', 'halls', 'water', 'management', 'systems']",resilient,positive
523,"['rain', 'forecast', 'make', 'sure', 'storm', 'drains', 'neighborhood', 'clear', 'debris', 'prevent', 'flooding']","drains,clear",neutral
524,"['rt', 'zz', 'thank', 'always', 'rainbow', 'storm', 'kiji', 'kush']",thank,positive
525,"['please', 'please', 'find', 'someone', 'trust', 'talk', 'also', 'many', 'wonderful', 'charities', 'offer']","trust,wonderful",positive
526,"['kaitlancollins', 'quite', 'storm']",,neutral
527,"['mythymoo', 'damn', 'bro', 'gotta', 'storm', 'warehouse']",damn,negative
528,"['donghours', 'mean', 'give', 'us', 'week', 'without', 'posting', 'seems', 'calm', 'storm']",calm,positive
529,"['paullaugh', 'well', 'pregnant', 'quite', 'know', 'storm', 'troopers', 'lousy', 'shots', 'hit', 'targets']","well,lousy",neutral
530,"['rt', 'thiccandtired', 'much', 'daylight', 'tryna', 'save', 'like', 'damn', 'bitch']","like,damn,bitch",negative
531,"['rawsomestorm', 'kookierot', 'storm', 'today', 'btw']",,neutral
532,"['darn', 'one', 'right', 'big', 'storm']",right,positive
533,"['rt', 'murray', 'nyc', 'realdonaldtrump', 'foxnews', 'trump', 'storm', 'trashing', 'fox', 'new', 'favorites', 'oann', 'newsmax', 'https']",trump,positive
534,"['last', 'tweet', 'bring', 'post', 'negative', 'stuff', 'simply', 'block', 'positive']","negative,positive",neutral
535,"['sebrinahaoran', 'ndraconequus', 'alittlearrogant', 'mattdevittwink', 'winknews', 'two', 'different', 'alligators', 'youtube']",,neutral
536,"['elon', 'musk', 'right', 'covid', 'coronavirus', 'test', 'come', 'positive', 'day', 'got', 'retested', 'negative', 'wen']","right,positive,negative",positive
537,"['rt', 'watch', 'lfc', 'liverpool', 'end', 'storm', 'documentary', 'trailer', 'looks', 'fantastic']",fantastic,positive
538,"['shop', 'storm', 'reid']",,neutral
539,"['rt', 'spaceflightnow', 'tropical', 'storm', 'eta', 'moving', 'sea', 'nasa', 'amp', 'spacex', 'assessing', 'conditions', 'downrange', 'cape', 'canaveral', 'co']",,neutral
540,"['rt', 'norannv', 'day', 'rain', 'evening', 'storm', 'passed', 'paint', 'sky']",,neutral
541,"['know', 'hard', 'grateful', 'feel', 'like', 'eye', 'storm', 'trust', 'calms']","hard,grateful,like,trust",positive
542,"['sentedcruz', 'yelled', 'fraud', 'without', 'proof', 'national', 'level', 'yelled', 'fire', 'movie', 'theater']",fraud,negative
543,"['gotta', 'package', 'otw', 'n', 'storm', 'fucking']",fucking,negative
544,"['storm', 'strong', 'jesus', 'boat', 'cagayanneedshelp', 'isabelaneedshelp', 'rescueph', 'prayforphilippines']",strong,positive
545,"['irenesans', 'wftvweather', 'thank', 'used', 'good', 'old', 'days', 'one', 'major', 'storm', 'time']","thank,good",positive
546,"['mediaite', 'christiane', 'amanpour', 'remains', 'known', 'navy', 'marine', 'corps', 'amount', 'perfume', 'wore', 'dese']",,neutral
547,"['tropical', 'storm', 'eta', 'leaves', 'tampa', 'bay', 'staggering', 'reminder', 'region', 'risk', 'day', 'storm', 'residents', 'w']",risk,negative
548,"['quiet', 'storm', 'monday', 'thursday', 'p', 'quietstorm', 'slowmusic', 'mysoulradio', 'com']",quiet,positive
549,"['new', 'caf', 'voting', 'new', 'president', 'soon', 'former', 'caf', 'exco', 'member', 'warns', 'one', 'candidates', 'open', 'let']",,neutral
550,"['dozens', 'voluntary', 'sector', 'leaders', 'back', 'barnardo', 'white', 'privilege', 'storm', 'third', 'sector']",privilege,positive
551,"['live', 'minutes', 'turtlecove', 'finishing', 'week', 'strong', 'longer', 'stream']",strong,positive
552,"['storm', 'upon', 'us', 'yeah', 'bought', 'things', 'past', 'reviews', 'looking', 'good']",good,positive
553,"['empire', 'really', 'train', 'storm', 'troopers', 'well', 'provide', 'good', 'armor', 'us', 'citizen']","well,good",positive
554,"['rt', 'chartdata', 'internetmoney', 'b', 'storm', 'surpassed', 'billion', 'streams', 'worldwide']",,neutral
555,"['rt', 'katdavies', 'storm', 'absolutely', 'loved', 'painting', 'little', 'vergil', 'devilmaycry', 'capcom']",loved,positive
556,"['blobstof', 'happy', 'world', 'kindness', 'day', 'blobstof']","happy,kindness",positive
557,"['rt', 'wctvpinpointwx', 'friday', 'november', 'th', 'tropical', 'depression', 'thirty', 'one', 'developed', 'caribbean', 'storm', 'forecast', 'st']",depression,negative
558,"['friday', 'november', 'th', 'tropical', 'depression', 'thirty', 'one', 'developed', 'caribbean', 'storm', 'forecast']",depression,negative
559,"['rt', 'heteronegatve', 'sitting', 'thinking', 'storm', 'passed', 'isabela', 'cagayan', 'drowning', 'people', 'children', 'dy']",drowning,negative
560,"['rt', 'cbckelowna', 'winter', 'storm', 'coquihalla', 'highway', 'heavy', 'snow', 'expected', 'warnings', 'southern', 'interior', 'mountain', 'passes', 'http']",,neutral
561,"['rt', 'aniket', 'ssr', 'must', 'storm', 'hitting', 'mumbai', 'soon', 'else', 'need', 'police', 'hurry', 'investigation', 'disha', 'salian']",,neutral
562,"['alisonhammond', 'taking', 'golfing', 'world', 'storm']",,neutral
563,"['rt', 'theeboots', 'black', 'hair', 'hair', 'vibesofablackgirl', 'instagram']",,neutral
564,"['winter', 'storm', 'coquihalla', 'highway', 'heavy', 'snow', 'expected', 'warnings', 'southern', 'interior', 'mountain', 'pas']",,neutral
565,"['rt', 'rogertansey', 'like', 'ship', 'storm', 'captain', 'decided', 'go', 'play', 'golf']",like,positive
566,"['rt', 'chinmay', 'storm', 'begun', 'reaching', 'us', 'lets', 'take', 'lead', 'forever', 'rt', 'reply', 'voting']",lead,positive
567,"['rt', 'nwa', 'rivalry', 'started', 'nwa', 'ultimate', 'rivals', 'tim', 'storm', 'amp', 'nick', 'aldis', 'part', 'catch', 'premiere', 'tonight', 'pm', 'et', 'real']",rivalry,negative
568,"['official', 'track', 'td', 'expected', 'become', 'tropical', 'storm', 'iota', 'later', 'today', 'model', 'guidance']",guidance,positive
569,"['jidel', 'storm', 'exactly', 'thought']",,neutral
570,"['akro', 'storm', 'tons', 'red', 'flags', 'smart', 'contracts', 'lot', 'securit']",smart,positive
571,"['rt', 'susie', 'dent', 'word', 'day', 'catchfart', 'one', 'slavishly', 'follows', 'behind', 'boss', 'blows', 'political']",dent,negative
572,"['tropical', 'depression', 'formed', 'caribbean', 'sea', 'expected', 'become', 'tropical', 'storm', 'iota', 'th']",depression,negative
573,"['rt', 'buzzfeedstorm', 'tropical', 'depression', 'formed', 'central', 'caribbean', 'expected', 'become', 'tropical', 'storm', 'iota', 'could', 'b']",depression,negative
574,"['rt', 'kylegriffin', 'today', 'american', 'service', 'members', 'killed', 'helicopter', 'crash', 'peacekeeping', 'mission', 'egypt', 'tropical', 'stor']","killed,crash",negative
575,"['rt', 'wdtn', 'people', 'watched', 'indoors', 'wednesday', 'tropical', 'storm', 'eta', 'dumped', 'heavy', 'rain', 'tampa', 'bay', 'florida', 'area', 'lea']",dumped,negative
576,"['storm', 'tower', 'christie', 'tamera', 'rudygiuliani', 'realdonaldtrump', 'insulting', 'constantly', 'f']",insulting,negative
577,"['rt', 'moviesmatrix', 'moviesmatrixmadness', 'action', 'movies', 'draft', 'quarterfinal', 'team', 'manda', 'amxndareviews', 'mission', 'impossible', 'inception']",impossible,negative
578,"['rt', 'fcnmike', 'friday', 'th', 'tropical', 'depression', 'forms', 'soon', 'tropical', 'storm', 'iota', 'later', 'today', 'nightmare', 'centra']","depression,nightmare",negative
579,"['end', 'storm', 'golden', 'sky']",golden,positive
580,"['rt', 'atracing', 'alex', 'currently', 'heading', 'towards', 'centre', 'storm', 'theta', 'around', 'utc', 'expect', 'gybe', 'west']",,neutral
581,"['rt', 'lucindanatdoc', 'huge', 'increase', 'schizophrenia', 'spanish', 'flu', 'amp', 'see', 'covid', 'much', 'different', 'recuperation']",,neutral
582,"['strengthening', 'storm', 'system', 'could', 'approach', 'coast', 'central', 'america', 'major', 'hurricane', 'days']",,neutral
583,"['rt', 'mrspage', 'year', 'award', 'winners', 'week', 'well', 'done', 'storm', 'bella', 'alfie', 'deltacraven', 'bornstars']","award,winners,well",positive
584,"['cooked', 'storm', 'sabbath', 'lunch', 'next', 'friday', 'cake', 'decorating']",,neutral
585,"['storm', 'even', 'one', 'life', 'last', 'forever', 'storm', 'passing']",,neutral
586,"['post', 'mortum', 'analysis', 'titans', 'special', 'teams', 'coach', 'fired', 'today', 'fans', 'storm', 'stadium', 'protest']","fans,protest",neutral
587,"['rt', 'ajholmesmusic', 'feeling', 'calm', 'storm', 'cc', 'brian', 'rosenthal']",calm,positive
588,"['rt', 'niagarawbb', 'perfect', 'storm', 'coming', 'stay', 'tuned', 'announce', 'new', 'additions', 'purple', 'eagle', 'family', 'perfect', 'orm', 'nsd']",perfect,positive
589,"['think', 'use', 'mars', 'direct', 'start', 'fitness', 'phase', 'planning', 'getting', 'angry', 'even', 'though', 'moon', 'ari']",angry,negative
590,"['kevankenney', 'mtv', 'request', 'dimash', 'official', 'mtv', 'fridaylivestream', 'dimash', 'squall', 'hurricane', 'storm', 'unstop']",,neutral
591,"['congratulations', 'storm', 'team', 'missing', 'key', 'players', 'due', 'injury', 'football', 'season', 'played']","congratulations,injury",neutral
592,"['rt', 'livepositivity', 'calm', 'storm', 'stop', 'trying', 'calm', 'storm', 'pass']",calm,positive
593,"['winter', 'storm', 'warning']",warning,negative
594,"['digi', 'hammurabi', 'thephdstory', 'thanks', 'writing', 'post', 'semester', 'one', 'difficult', 'period']",difficult,negative
595,"['rt', 'cslocumwx', 'crazy', 'think', 'st', 'numbered', 'storm', 'atlantic', 'hurricane', 'season', 'tropical', 'depression']","crazy,depression",negative
596,"['rt', 'house', 'born', 'world', 'thrown', 'doors', 'riders', 'storm', 'mrwrong', 'canyaman', 'pr']",,neutral
597,"['rt', 'fireengineering', 'florida', 'resident', 'electrocuted', 'inside', 'home', 'storm', 'firefighter', 'shocked', 'tseta']",shocked,negative
598,"['dansantos', 'dams', 'pre', 'spills', 'ondoy', 'hits', 'know', 'ulysses', 'also', 'unlike']",,neutral
599,"['rt', 'val', 'dabug', 'life', 'get', 'easier', 'learn', 'hold', 'till', 'storm', 'passes']",easier,positive
600,"['rt', 'myoldmansaid', 'patron', 'extra', 'show', 'villa', 'perfect', 'storm', 'amp', 'blind', 'conor', 'villa', 'perfect']","perfect,blind",positive
601,"['stay', 'strong', 'rainbow', 'side', 'storm']",strong,positive
602,"['note', 'apologies', 'wrong', 'titles', 'character', 'count', 'rules', 'kill', 'bill', 'vol', 'pirates', 'caribbean', 'dead']","wrong,kill,dead",negative
603,"['moviesmatrixmadness', 'action', 'movies', 'draft', 'quarterfinal', 'team', 'manda', 'amxndareviews', 'mission', 'impossible', 'inc']",impossible,negative
604,"['sort', 'calm', 'storm', 'covid', 'storm', 'also', 'people', 'coming']",calm,positive
605,"['glennkesslerwp', 'accidentally', 'watched', 'kpbs', 'run', 'rise', 'nazis', 'rise', 'fascism', 'via', 'storm']",fascism,negative
606,"['tried', 'ride', 'storm', 'amp', 'crashed', 'boat']",crashed,negative
607,"['rt', 'kherriage', 'set', 'election', 'fraud', 'storm', 'clouds', 'begun', 'open', 'deluge', 'starte']","fraud,deluge",negative
608,"['calm', 'storm']",calm,positive
609,"['mysterysolvent', 'dumb', 'see', 'shit', 'storm', 'heading', 'way']","dumb,shit",negative
610,"['rt', 'mtgreenee', 'ready', 'take', 'washington', 'storm']",ready,positive
611,"['rt', 'thegazette', 'december', 'remember', 'snow', 'storm', 'north', 'essex', 'pictures', 'bring', 'memories', 'back', 'https']",,neutral
612,"['rt', 'nhc', 'atlantic', 'tropical', 'storm', 'theta', 'advisory', 'theta', 'still', 'continues', 'eastward', 'change', 'strength']",,neutral
613,"['celinegounder', 'preventing', 'deadly']",deadly,negative
614,"['rt', 'philklotzbach', 'tropical', 'depression', 'formed', 'central', 'caribbean', 'next', 'name', 'atlantic', 'hurricane', 'season', 'list', 'iota']",depression,negative
615,"['rt', 'nflstroud', 'gobucs', 'qb', 'tom', 'brady', 'says', 'rode', 'tropical', 'storm', 'last', 'night', 'watched', 'dock', 'break', 'free', 'two', 'jet', 'skis', 'flo']","break,free",neutral
616,"['end', 'storm', 'golden', 'sky']",golden,positive
617,"['unitedkingdomlisting', 'uk', 'uktech', 'uktechnology', 'uktechs', 'coronavirus', 'gamers', 'spending', 'thousands', 'loot', 'boxes']",loot,negative
618,"['hurricane', 'season', 'one', 'iota', 'shame', 'wait', 'iota', 'shame', 'hurricane', 'shame']",shame,negative
619,"['heavy', 'snow', 'combined', 'blustery', 'winds', 'bring', 'near', 'white', 'conditions', 'along', 'snoqualmie', 'pass', 'accordin']",,neutral
620,"['rt', 'egryioksnlx', 'b', 'kevankenney', 'mtv', 'request', 'dimash', 'official', 'mtv', 'fridaylivestream', 'dimash', 'squall', 'hurricane', 'storm', 'unstoppab']",,neutral
621,"['rt', 'milesedgeworthy', 'really', 'bad', 'please', 'please', 'donate', 'anything', 'safe', 'shelter', 'get', 'asap', 'v']","bad,safe",neutral
622,"['rt', 'dieterk', 'domschiener', 'even', 'storms', 'joining', 'iota', 'journey', 'tropical', 'storm', 'iota', 'could', 'form', 'soon', 'would', 'th', 'named', 'sto']",,neutral
623,"['rt', 'qohng', 'storm', 'warning']",warning,negative
624,"['rt', 'abusafi', 'umarkhalidkorihakaro', 'join', 'twitter', 'storm', 'demanding', 'umarkhalidjnu', 'sir', 'released', 'please', 'raise', 'voice', 'voice']",,neutral
625,"['rt', 'sdr', 'medco', 'trump', 'even', 'tweeted', 'control', 'covid', 'right', 'tweeted', 'one', 'word']","trump,right",positive
626,"['rt', 'valaafshar', 'storm', 'remember', 'made', 'managed', 'survive', 'even', 'sure', 'w']",,neutral
627,"['storm', 'coming', 'mr', 'wayne']",,neutral
628,"['times', 'everyone', 'may', 'boat', 'storm', 'bekind']",,neutral
629,"['nothinf', 'like', 'us', 'nothing', 'like', 'together', 'storm']",like,positive
630,"['rt', 'eilperin', 'today', 'six', 'u', 'peacekeepers', 'killed', 'tropical', 'storm', 'hit', 'florida', 'u', 'covid', 'cases', 'kept', 'spiking', 'trump', 'spent']","peacekeepers,killed,trump",positive
631,"['storm', 'queen', 'look', 'right']",right,positive
632,"['rt', 'weather', 'history', 'november', 'th', 'first', 'dust', 'storm', 'great', 'dust', 'bowl', 'era', 'occurred', 'parts', 'south', 'dakota', 'mi']","dust,great",negative
633,"['cool', 'sight']",cool,positive
634,"['hantashison', 'used', 'brief', 'pause', 'instead', 'parry', 'slash', 'aimed', 'neck', 'head']",,neutral
635,"['rawsomestorm', 'kookierot', 'storm', 'play', 'tlou']",,neutral
636,"['rt', 'washcooregon', 'help', 'prevent', 'standing', 'water']",,neutral
637,"['coming', 'way']",,neutral
638,"['rt', 'jfk', 'ghost', 'lone', 'warrior', 'awaits', 'army', 'none', 'shall', 'prevail', 'storm']",lone,negative
639,"['together', 'storm', 'nothing', 'like', 'us']",like,positive
640,"['th', 'named', 'storm', 'hurricane', 'season', 'form', 'gpwx', 'globalwarming', 'climatechange']",,neutral
641,"['rt', 'simonemarie', 'help', 'feel', 'storm', 'thorgerson', 'already', 'illustrated', 'us', 'presidential', 'handover']",,neutral
642,"['kaitlancollins', 'occur', 'steps', 'ahead', 'entire', 'time', 'amp', 'globalists', 'planned']",,neutral
643,"['clarity', 'hobocita', 'really', 'hope', 'ski', 'season', 'happen', 'safely', 'fantastic', 'storm', 'start', 'things']","clarity,safely,fantastic",positive
644,"['nowplaying', 'prysm', 'deep', 'storm', 'queen', 'look', 'right', 'app']",right,positive
645,"['rt', 'onlinelisting', 'unitedkingdomlisting', 'uk', 'uktech', 'uktechnology', 'uktechs', 'coronavirus', 'gamers', 'spending', 'thousands', 'loot', 'boxes', 'ex']",loot,negative
646,"['rt', 'moodflix', 'jesus', 'calm', 'storm', 'within']",calm,positive
647,"['trump', 'spent', 'day', 'tweeting']",trump,positive
648,"['playing', 'mandalorian', 'titus', 'welliver', 'deadpan', 'realization', 'storm', 'troopers', 'command', 'th']",,neutral
649,"['new', 'podcast', 'pretty', 'sure', 'muwop', 'b', 'went', 'visit', 'sugar', 'daddy', 'christmas', 'spreaker']",pretty,positive
650,"['rt', 'sabrina', 'breaking', 'enraged', 'protesters', 'storm', 'armenian', 'parliament']","breaking,enraged",negative
651,"['rt', 'bizzwriter', 'life', 'finding', 'shelter', 'storm', 'learning', 'dance', 'rain', 'sherrilyn', 'kenyon', 'quote']",,neutral
652,"['argo', 'floats', 'sparse', 'part', 'caribbean', 'available', 'observations', 'indicate', 'lots', 'warm', 'water', 'ah']","available,warm",positive
653,"['rt', 'actressglamspot', 'name', 'l', 'disha', 'dishapatani', 'took', 'away', 'storm', 'internet', 'time']",,neutral
654,"['lmao', 'stop', 'laughing', 'sht', 'literally', 'choked', 'apple']",,neutral
655,"['rt', 'yblvckmusic', 'steady', 'making', 'moves', 'make', 'us', 'move', 'journey', 'worth', 'sacrifices', 'give', 'see', 'storm', 'ca']","steady,worth",positive
656,"['rt', 'lindsaymward', 'author', 'copies', 'next', 'book', 'meet', 'scooperanddumper', 'two', 'friends', 'working', 'together', 'keep', 'town', 'safe', 'dur']",safe,positive
657,"['mf', 'storm', 'gt', 'talk', 'cause', 'u']",,neutral
658,"['rt', 'hondurassol', 'another', 'storm', 'headed', 'way', 'honduran', 'disaster', 'institution', 'elevated', 'national', 'alert', 'red', 'another', 'storm']",disaster,negative
659,"['rt', 'lammatichama', 'everybody', 'cottagecore', 'til', 'storm', 'knocks', 'wifi']",,neutral
660,"['northcarolina', 'hit', 'deadly', 'storm', 'week']",deadly,negative
661,"['rt', 'p', 'triot', 'trust', 'god', 'storm', 'persevering', 'hard', 'times', 'inspirational', 'via', 'youtube']","trust,hard,inspirational",positive
662,"['rt', 'deebarnett', 'tod', 'calm', 'storm', 'stop', 'trying', 'calm', 'storm', 'pass', 'inkyjohnson']",calm,positive
663,"['reecemansfield', 'hit', 'feels']",,neutral
664,"['praying', 'country', 'fellow', 'filipinos', 'safe', 'amidst', 'typhoon', 'ulysses', 'storm', 'maybe']",safe,positive
665,"['th', 'named', 'storm', 'hurricane', 'season', 'form', 'globalwarming', 'climatechange']",,neutral
666,"['storm', 'check', 'tell', 'think']",,neutral
667,"['chrissurano', 'storm', 'upon', 'us']",,neutral
668,"['rt', 'gwupoe', 'storm', 'doj', 'moves', 'tackle', 'terrorist', 'criminal', 'use', 'cryptocurrencies', 'bolder', 'international', 'approach', 'n']",criminal,negative
669,[],,neutral
670,"['rt', 'bryant', 'selena', 'god', 'bigger', 'storm']",,neutral
671,"['rt', 'minavesguerra', 'got', 'distracted', 'biggest', 'storm', 'year', 'books', 'may', 'still', 'swi']",,neutral
672,"['rt', 'tribelaw', 'time', 'think', 'th', 'amendment']",,neutral
673,"['rt', 'parkfltr', 'coming', 'take', 'world', 'storm', 'daysbeforebe']",,neutral
674,"['savebandit', 'q', 'calm', 'storm']",calm,positive
675,"['rt', 'antiserffren', 'akro', 'storm', 'tons', 'red', 'flags', 'smart', 'contracts', 'lot', 'security', 'fir']",smart,positive
676,['oh'],,neutral
677,"['heshmatalavi', 'themarketswork', 'cnn', 'camanpour', 'old', 'enough', 'remember', 'operation', 'desert', 'storm', 'side', 'openly', 'cheered']","enough,desert,openly",positive
678,"['umar', 'suffered', 'long', 'enough', 'umarkhalidkorihakaro']","suffered,enough",neutral
679,"['rt', 'oliverjames', 'amazing', 'news', 'mrmistrati', 'kathy', 'haywood']",amazing,positive
680,"['cioccolanti', 'realdonaldtrump', 'saying', 'president', 'trump', 'armor', 'god']",trump,positive
681,"['rt', 'sarahwoods', 'river', 'llugwy', 'near', 'betws', 'coed', 'today', 'miners', 'swept', 'away', 'storm', 'ciara', 'earlier']",,neutral
682,"['rt', 'mazurikl', 'storm', 'definitely', 'upon', 'us', 'many', 'us', 'seen', 'coming', 'long', 'time', 'means', 'fight', 'president']",,neutral
